term_index,job_id,batch_index,circuit_index_in_job,pauli_label_qiskit_order,pauli_label_circuit_order,coefficient_real,shots,ideal_expectation_value,measured_expectation_value,expectation_error,ideal_contribution,measured_contribution,contribution_error,abs_expectation_error,abs_contribution_error,counts_json
313,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,13,IZIXZYYIXZI,IZXIYYZXIZI,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00000000000"": 1, ""00100100111"": 1, ""00101100110"": 1, ""01010000000"": 1, ""01010101010"": 1, ""01011001010"": 1, ""01111000111"": 1, ""01111100000"": 1, ""01111111100"": 1, ""11111010000"": 1}"
314,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,14,IZIXZYYIYXY,YXYIYYZXIZI,0.00048828124999999913,10,-0.9999999999999999,-0.8,0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00001100111"": 1, ""00100011110"": 1, ""00101100111"": 1, ""00101111110"": 1, ""01110011101"": 1, ""01111010001"": 1, ""10001001110"": 1, ""11011010111"": 1, ""11011111110"": 1, ""11110100001"": 1}"
315,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,15,IZIXZYYIYYZ,ZYYIYYZXIZI,-0.00048828124999999913,10,0.9999999999999999,0.4,-0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00100110011"": 1, ""01010000011"": 1, ""01011100101"": 1, ""01111010011"": 1, ""01111010111"": 1, ""10010110000"": 1, ""10100000111"": 1, ""10100101001"": 1, ""11010000000"": 1, ""11010110011"": 1}"
316,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,16,IZIXZYYZIII,IIIZYYZXIZI,-0.00048828124999999913,10,0.9999999999999999,1.0,1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00000011011"": 1, ""00000110101"": 1, ""00101100100"": 1, ""01011111000"": 1, ""01110000110"": 1, ""01111100110"": 1, ""10000011000"": 1, ""10100110010"": 1, ""11010011110"": 1, ""11011100111"": 1}"
317,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,17,IZIXZYYZIZX,XZIZYYZXIZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""01000110011"": 1, ""01010011100"": 1, ""01111001000"": 1, ""10001010111"": 1, ""10100101011"": 1, ""11010011100"": 1, ""11010101111"": 1, ""11010110100"": 1, ""11111001111"": 1, ""11111111100"": 1}"
318,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,18,IZIXZYYZZXZ,ZXZZYYZXIZI,-0.00048828124999999913,10,0.9999999999999999,0.4,-0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00101111000"": 1, ""01010000000"": 1, ""01010110011"": 1, ""01011001111"": 1, ""01110011011"": 1, ""10100101101"": 1, ""10101100101"": 1, ""11000101101"": 1, ""11110100110"": 1, ""11111111110"": 1}"
319,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,19,IZIXZYYZZYY,YYZZYYZXIZI,-0.00048828124999999913,10,0.9999999999999999,0.4,-0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00000110011"": 1, ""00100110110"": 2, ""01001111101"": 1, ""10000010110"": 1, ""10100011010"": 1, ""10100011101"": 1, ""10100101110"": 1, ""11010011011"": 1, ""11111111000"": 1}"
320,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,20,IZXIIXIXIXZ,ZXIXIXIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00000110101"": 1, ""00111010101"": 1, ""01011100000"": 1, ""01011110011"": 1, ""01100001110"": 1, ""01110000000"": 1, ""10010001111"": 1, ""10101101110"": 1, ""10111101110"": 1, ""11110110110"": 1}"
321,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,21,IZXIIXIXIYY,YYIXIXIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00111100010"": 1, ""01100000011"": 1, ""01100001101"": 1, ""01100110101"": 1, ""01100110110"": 1, ""10010001101"": 1, ""10111010101"": 1, ""11011010101"": 1, ""11011100000"": 1, ""11110110110"": 1}"
322,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,22,IZXIIXIXZII,IIZXIXIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00000000010"": 1, ""00111010110"": 1, ""01001101101"": 1, ""01010000000"": 1, ""01100111001"": 1, ""10000000001"": 1, ""10010110111"": 1, ""10010111001"": 1, ""10101010100"": 1, ""11100111000"": 1}"
323,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,23,IZXIIXIXZZX,XZZXIXIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00101011000"": 1, ""00101100100"": 1, ""00111100011"": 1, ""01001011010"": 1, ""01001100011"": 1, ""01011101111"": 1, ""01100110100"": 1, ""10111010100"": 1, ""11100001100"": 1, ""11100110100"": 1}"
324,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,24,IZXIIXIYXXY,YXXYIXIIXZI,-0.00048828124999999913,10,0.9999999999999999,1.0,1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00010110010"": 1, ""00101011110"": 1, ""01011011110"": 1, ""01011100000"": 1, ""01011100011"": 1, ""01100001001"": 1, ""01100111011"": 1, ""10010110100"": 1, ""11011011110"": 1, ""11100001100"": 1}"
325,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,25,IZXIIXIYXYZ,ZYXYIXIIXZI,0.00048828124999999913,10,-0.9999999999999999,-0.6,0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00010001010"": 1, ""00101010111"": 1, ""00101101011"": 1, ""01001011010"": 1, ""01100000010"": 1, ""10010110000"": 1, ""10101100001"": 1, ""10111100100"": 1, ""10111101110"": 1, ""11110110011"": 1}"
326,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,26,IZXIIXIYYIX,XIYYIXIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.4,-0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00010110001"": 1, ""00111101100"": 1, ""01001001011"": 1, ""01011011100"": 1, ""01100000111"": 1, ""10101010100"": 1, ""11001011111"": 1, ""11001101011"": 1, ""11100111111"": 1, ""11110010100"": 1}"
327,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,27,IZXIIXIYYZI,IZYYIXIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00101100110"": 1, ""00111010111"": 1, ""00111011110"": 1, ""01110000111"": 1, ""10000001011"": 1, ""10101011110"": 1, ""10101100110"": 1, ""11001010010"": 1, ""11001101101"": 1, ""11110110011"": 1}"
328,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,28,IZXIIXZIIII,IIIIZXIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""01001010011"": 1, ""01011100100"": 1, ""01110001110"": 1, ""01110100101"": 1, ""10000000101"": 1, ""10011011101"": 1, ""10101011101"": 1, ""10101101110"": 1, ""10111101010"": 2}"
329,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,29,IZXIIXZIIZX,XZIIZXIIXZI,-0.00048828124999999913,10,0.9999999999999999,1.0,1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""01001100100"": 1, ""01011100100"": 1, ""10101011000"": 1, ""10101101000"": 1, ""11011010011"": 1, ""11011010100"": 1, ""11011100000"": 1, ""11100110000"": 2, ""11110000000"": 1}"
330,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,30,IZXIIXZIZXZ,ZXZIZXIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""01100110101"": 1, ""01110000101"": 1, ""01110111011"": 1, ""10010000010"": 1, ""10111010101"": 1, ""10111010110"": 1, ""10111100000"": 1, ""11001101101"": 1, ""11011100000"": 1, ""11100111000"": 1}"
331,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,31,IZXIIXZIZYY,YYZIZXIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00000000110"": 1, ""00000110110"": 1, ""00000111000"": 1, ""00010111011"": 1, ""00111010011"": 1, ""01000101010"": 1, ""01110000011"": 1, ""01110011000"": 1, ""01110111011"": 1, ""10010111011"": 1}"
332,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,32,IZXIIXZZXIX,XIXZZXIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.2,-0.7999999999999998,-0.0004882812499999991,-9.765624999999983e-05,0.00039062499999999926,0.7999999999999998,0.00039062499999999926,"{""00111010011"": 1, ""01001010111"": 1, ""01001110111"": 1, ""01011010110"": 1, ""01100111100"": 1, ""10010001100"": 1, ""10010111100"": 1, ""10111011100"": 1, ""11011100111"": 1, ""11101101011"": 1}"
333,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,33,IZXIIXZZXZI,IZXZZXIIXZI,-0.00048828124999999913,10,0.9999999999999999,1.0,1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00000000111"": 1, ""00101010110"": 1, ""00101101010"": 1, ""00111010000"": 1, ""01110111011"": 1, ""10000110110"": 1, ""10101011010"": 1, ""10111010001"": 1, ""10111010111"": 1, ""11100001010"": 1}"
334,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,34,IZXIIXZZYXY,YXYZZXIIXZI,0.00048828124999999913,10,-0.9999999999999999,-0.8,0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00010001011"": 1, ""00111011101"": 1, ""00111100100"": 1, ""01001010100"": 1, ""01100000111"": 1, ""11001011011"": 1, ""11001100001"": 1, ""11011011001"": 1, ""11110110001"": 1, ""11110111101"": 1}"
335,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,35,IZXIIXZZYYZ,ZYYZZXIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00111101100"": 1, ""01001101010"": 1, ""01001101101"": 1, ""01011101001"": 1, ""01100110000"": 1, ""01100110101"": 1, ""10000000110"": 1, ""10000001111"": 1, ""10101010011"": 1, ""10111101111"": 1}"
336,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,36,IZXIIYXXXXY,YXXXXYIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00000010111"": 1, ""00010000100"": 1, ""00101101100"": 1, ""01011001100"": 1, ""01100011110"": 1, ""10010010111"": 1, ""10101111000"": 1, ""10111001101"": 1, ""10111111101"": 1, ""11110011110"": 1}"
337,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,37,IZXIIYXXXYZ,ZYXXXYIIXZI,0.00048828124999999913,10,-0.9999999999999999,-0.8,0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""01011011000"": 1, ""01100001011"": 1, ""01100010000"": 1, ""01100101100"": 1, ""10000011100"": 1, ""10010001011"": 1, ""10010010110"": 1, ""10010101010"": 1, ""10100010011"": 1, ""11100110010"": 1}"
338,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,38,IZXIIYXXYIX,XIYXXYIIXZI,-0.00048828124999999913,10,0.9999999999999999,1.0,1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00101000100"": 1, ""00101101100"": 1, ""01001111000"": 1, ""01001111111"": 1, ""01011001000"": 1, ""01110000111"": 1, ""10000010011"": 1, ""10101011011"": 1, ""10111001111"": 1, ""11110111011"": 1}"
339,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,39,IZXIIYXXYZI,IZYXXYIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00000011001"": 1, ""00101000010"": 1, ""00101001000"": 1, ""01110100111"": 1, ""10101101100"": 1, ""10111101010"": 1, ""11001101010"": 1, ""11011001111"": 1, ""11110000111"": 1, ""11110001011"": 1}"
340,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,40,IZXIIYXYIXZ,ZXIYXYIIXZI,0.00048828124999999913,10,-0.9999999999999999,-0.6,0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00000111011"": 1, ""00101000101"": 1, ""01001000011"": 1, ""01001110000"": 1, ""01110100000"": 1, ""10000110110"": 1, ""10010010000"": 1, ""10010111011"": 1, ""11001101110"": 1, ""11110100011"": 1}"
341,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,41,IZXIIYXYIYY,YYIYXYIIXZI,0.00048828124999999913,10,-0.9999999999999999,-0.8,0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00000111011"": 1, ""00010000110"": 1, ""01001001101"": 1, ""01001011011"": 1, ""01001101011"": 1, ""10000000110"": 1, ""10000101110"": 1, ""11001011011"": 1, ""11011110011"": 1, ""11100011100"": 1}"
342,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,42,IZXIIYXYZII,IIZYXYIIXZI,0.00048828124999999913,10,-0.9999999999999999,-0.8,0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00001011100"": 1, ""00101001100"": 1, ""00111100101"": 1, ""01110000100"": 1, ""10000001011"": 1, ""10010111011"": 1, ""10101000010"": 1, ""11001010101"": 1, ""11100000001"": 1, ""11110010010"": 1}"
343,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,43,IZXIIYXYZZX,XZZYXYIIXZI,0.00048828124999999913,10,-0.9999999999999999,-0.8,0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00010010000"": 1, ""00111000111"": 1, ""00111100111"": 1, ""00111111100"": 1, ""00111111111"": 1, ""10010110100"": 1, ""11000100111"": 1, ""11001111100"": 1, ""11011100111"": 1, ""11011110011"": 1}"
344,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,44,IZXIIYYIXIX,XIXIYYIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""01011010000"": 1, ""01100011011"": 1, ""01110000111"": 1, ""10000110111"": 1, ""10010110000"": 1, ""11001100111"": 1, ""11001111000"": 1, ""11001111111"": 1, ""11100011011"": 1, ""11110101100"": 1}"
345,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,45,IZXIIYYIXZI,IZXIYYIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00010110001"": 1, ""01001010000"": 1, ""01110000000"": 1, ""10000111010"": 1, ""10010101100"": 1, ""10010111101"": 1, ""10101001101"": 1, ""10111001011"": 1, ""11011010110"": 1, ""11011111010"": 1}"
346,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,46,IZXIIYYIYXY,YXYIYYIIXZI,0.00048828124999999913,10,-0.9999999999999999,-0.6,0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00010110101"": 1, ""00010110111"": 1, ""01001100100"": 1, ""01011111000"": 1, ""10101100001"": 1, ""11000011000"": 1, ""11011110000"": 1, ""11011111011"": 1, ""11100011110"": 1, ""11110000111"": 1}"
347,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,47,IZXIIYYIYYZ,ZYYIYYIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""01001101010"": 1, ""01001111001"": 1, ""01110101010"": 1, ""01110110000"": 1, ""10010101110"": 1, ""11000001100"": 1, ""11001010101"": 1, ""11100011010"": 1, ""11100101111"": 1, ""11100110011"": 1}"
348,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,48,IZXIIYYZIII,IIIZYYIIXZI,-0.00048828124999999913,10,0.9999999999999999,1.0,1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00111001011"": 1, ""00111010001"": 1, ""10010000100"": 1, ""10101010001"": 1, ""10111100010"": 1, ""11001001010"": 1, ""11001010000"": 1, ""11011100101"": 1, ""11011111111"": 1, ""11100110110"": 1}"
349,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,49,IZXIIYYZIZX,XZIZYYIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00000101100"": 1, ""00101100100"": 1, ""01100000011"": 1, ""10000000111"": 1, ""10010011110"": 1, ""10111100111"": 2, ""11001001011"": 1, ""11100011011"": 1, ""11110000011"": 1}"
350,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,50,IZXIIYYZZXZ,ZXZZYYIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00101001011"": 1, ""01011010101"": 1, ""01100011101"": 1, ""01100110101"": 2, ""01111100011"": 1, ""10000000110"": 1, ""10111010011"": 1, ""11100011000"": 1, ""11110000011"": 1}"
351,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,51,IZXIIYYZZYY,YYZZYYIIXZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""01110000110"": 1, ""01110110000"": 1, ""10000101001"": 1, ""10010000011"": 2, ""10101111101"": 1, ""11001010101"": 1, ""11001100101"": 1, ""11011001000"": 2}"
352,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,52,IZXIZIIIIII,IIIIIIZIXZI,-0.00048828124999999913,10,0.9999999999999999,1.0,1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00101110001"": 1, ""00101110011"": 1, ""01011011111"": 1, ""01110100010"": 1, ""10000100000"": 1, ""10101100101"": 1, ""10111101100"": 1, ""10111110101"": 1, ""11011011111"": 1, ""11011110100"": 1}"
353,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,53,IZXIZIIIIZX,XZIIIIZIXZI,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00010011000"": 1, ""00111100001"": 1, ""01100000000"": 1, ""01100111100"": 1, ""01110001111"": 1, ""10101001111"": 1, ""10101011011"": 1, ""10110100011"": 1, ""11011100000"": 1, ""11100100011"": 1}"
354,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,54,IZXIZIIIZXZ,ZXZIIIZIXZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00010011010"": 1, ""00101001110"": 1, ""00111111000"": 1, ""01110110000"": 1, ""10000111110"": 1, ""11001010011"": 1, ""11001111000"": 1, ""11011110110"": 1, ""11110010101"": 1, ""11110100000"": 1}"
355,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,55,IZXIZIIIZYY,YYZIIIZIXZI,-0.00048828124999999913,10,0.9999999999999999,1.0,1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00000001011"": 1, ""00010101101"": 1, ""00101000011"": 1, ""01001010101"": 1, ""01011100101"": 1, ""01100011011"": 1, ""01110000000"": 1, ""01110101011"": 1, ""10000101011"": 1, ""10101011110"": 1}"
356,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,56,IZXIZIIZXIX,XIXZIIZIXZI,-0.00048828124999999913,10,0.9999999999999999,0.6,-0.3999999999999999,-0.0004882812499999991,-0.00029296874999999945,0.00019531249999999963,0.3999999999999999,0.00019531249999999963,"{""00101101100"": 2, ""01001001100"": 1, ""01001010000"": 1, ""01011101011"": 1, ""01011110111"": 1, ""10110110111"": 1, ""10111010011"": 1, ""11001010000"": 1, ""11011110000"": 1}"
357,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,57,IZXIZIIZXZI,IZXZIIZIXZI,-0.00048828124999999913,10,0.9999999999999999,1.0,1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00000111010"": 1, ""00010000001"": 1, ""01001111010"": 1, ""01100110000"": 1, ""10000100111"": 1, ""10010100001"": 1, ""10111001101"": 1, ""10111010111"": 1, ""11001011101"": 1, ""11100100001"": 1}"
358,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,58,IZXIZIIZYXY,YXYZIIZIXZI,0.00048828124999999913,10,-0.9999999999999999,-0.4,0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00010001110"": 1, ""00010101110"": 1, ""01000001110"": 1, ""01110010100"": 1, ""01110011110"": 1, ""10010001110"": 1, ""10010110000"": 1, ""10101100111"": 1, ""10110110100"": 1, ""11011110010"": 1}"
359,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,59,IZXIZIIZYYZ,ZYYZIIZIXZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""01001000000"": 1, ""01011111010"": 1, ""01100100000"": 1, ""01110011000"": 1, ""01110101010"": 1, ""10010010000"": 1, ""10101000000"": 1, ""10101011001"": 1, ""10111011100"": 1, ""11001110110"": 1}"
360,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,60,IZXIZIZXIXZ,ZXIXZIZIXZI,-0.00048828124999999913,10,0.9999999999999999,0.8,-0.19999999999999984,-0.0004882812499999991,-0.0003906249999999993,9.765624999999976e-05,0.19999999999999984,9.765624999999976e-05,"{""00000010110"": 1, ""00010110110"": 1, ""00101001011"": 1, ""01011111011"": 1, ""01110101101"": 1, ""10000000011"": 1, ""10000100011"": 1, ""10010101110"": 1, ""10101011000"": 1, ""11110110101"": 1}"
361,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,61,IZXIZIZXIYY,YYIXZIZIXZI,-0.00048828124999999913,10,0.9999999999999999,1.0,1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00010011011"": 1, ""00010101101"": 1, ""00111100011"": 1, ""01011001101"": 1, ""01011101110"": 1, ""01011110101"": 1, ""10000101101"": 1, ""10010100011"": 1, ""10101001110"": 1, ""11001101110"": 1}"
362,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,62,IZXIZIZXZII,IIZXZIZIXZI,-0.00048828124999999913,10,0.9999999999999999,1.0,1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00000010111"": 1, ""00111000001"": 1, ""01001110101"": 1, ""01011001101"": 1, ""01100000000"": 1, ""01100010100"": 1, ""01100101110"": 1, ""10010001110"": 1, ""10101100010"": 1, ""11011011000"": 1}"
363,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,63,IZXIZIZXZZX,XZZXZIZIXZI,-0.00048828124999999913,10,0.9999999999999999,0.4,-0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00010010000"": 1, ""00101101111"": 1, ""00110001111"": 1, ""00111101000"": 1, ""01100010111"": 1, ""01100011000"": 1, ""01100100000"": 1, ""01110001100"": 1, ""10010110111"": 1, ""11110110100"": 1}"
364,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,64,IZXIZIZYXXY,YXXYZIZIXZI,-0.00048828124999999913,10,0.9999999999999999,0.4,-0.5999999999999999,-0.0004882812499999991,-0.00019531249999999966,0.0002929687499999994,0.5999999999999999,0.0002929687499999994,"{""00010011100"": 1, ""00101111011"": 1, ""01001000000"": 1, ""01001101010"": 1, ""01001101111"": 1, ""01001111010"": 1, ""11001000011"": 1, ""11011010100"": 1, ""11100110101"": 1, ""11110000101"": 1}"
365,019e10f6-63f8-74f3-a0d8-e8f0100e6d36,4,65,IZXIZIZYXYZ,ZYXYZIZIXZI,0.00048828124999999913,10,-0.9999999999999999,-1.0,-1.1102230246251565e-16,-0.0004882812499999991,-0.00048828124999999913,-5.421010862427522e-20,1.1102230246251565e-16,5.421010862427522e-20,"{""00101001101"": 1, ""01001000111"": 1, ""01001111010"": 1, ""01011011100"": 1, ""10010011001"": 1, ""10010111001"": 1, ""11001001110"": 1, ""11001010110"": 1, ""11100000100"": 1, ""11100110110"": 1}"
